id_client;job_category;service_channel;nb_internet_products;contract_type;risk_of_credit;credit_flux;annual_flux;target
3227;8211Z;BUREAU DE POSTE;2;1;7;Inconnu;10898,75;0
3228;3299Z;PRO;2;1;8;0 a 70% de flux;6225;1
3229;9529Z;BUREAU DE POSTE;1;1;7;Inconnu;5272,09;0
3230;5811Z;PRO;1;1;6;Pas de flux;;0
3231;7022Z;BUREAU DE POSTE;2;1;8;Inconnu;12724,92;0
3232;9529Z;PRO;1;1;7;Pas de flux;;0
3233;4391B;BUREAU DE POSTE;1;1;;Inconnu;805;0
3234;8690E;PRO;1;1;;0 a 70% de flux;8305,75;0
3235;6910Z;PRO;2;1;7;Inconnu;9258,4;0
3236;4399C;BUREAU DE POSTE;0;1;6;Pas de flux;;0
3237;7729Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3238;5610C;BUREAU DE POSTE;1;1;;Inconnu;2413,3;0
3239;8690E;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3240;4619B;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3241;9329Z;BUREAU DE POSTE;0;0;7;Pas de flux;;0
3242;4729Z;BUREAU DE POSTE;2;1;8;0 a 70% de flux;4240,02;0
3243;4321A;BUREAU DE POSTE;2;1;6;Inconnu;12835;0
3244;8552Z;BUREAU DE POSTE;1;1;9;Inconnu;1167;0
3245;4932Z;PRO;1;1;8;Pas de flux;;0
3246;7112B;BUREAU DE POSTE;1;1;8;Inconnu;1400;0
3247;8552Z;BUREAU DE POSTE;1;1;6;Inconnu;5996;0
3248;8690E;PRO;1;1;7;0 a 70% de flux;1320,7;0
3249;9499Z;INSTITUTIONNEL;1;1;8;Inconnu;490;0
3250;8690;PRO;1;1;7;0 a 70% de flux;22852,85;0
3251;4399C;BUREAU DE POSTE;2;1;7;Inconnu;6073,07;0
3252;8690;BUREAU DE POSTE;0;1;;Inconnu;3606;0
3253;5320Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3254;7711A;BUREAU DE POSTE;1;1;8;Inconnu;6650;0
3255;4781Z;BUREAU DE POSTE;1;1;7;0 a 70% de flux;5767,17;1
3256;4332A;PRO;2;1;7;0 a 70% de flux;47843,74;0
3257;8559B;BUREAU DE POSTE;0;0;6;Pas de flux;;0
3258;8690E;PRO;1;1;8;Pas de flux;;0
3259;7111Z;PRO;2;1;8;0 a 70% de flux;10180;0
3260;8621Z;A DISTANCE;1;1;7;Inconnu;82394,05;0
3261;8121Z;BUREAU DE POSTE;2;1;8;Inconnu;28686,76;0
3262;4399;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3263;8690;BUREAU DE POSTE;1;1;6;Inconnu;11431,12;0
3264;8121Z;BUREAU DE POSTE;1;1;6;Inconnu;3930,63;0
3265;4331Z;BUREAU DE POSTE;2;1;6;Inconnu;12646,8;0
3266;7490B;BUREAU DE POSTE;2;1;7;0 a 70% de flux;18909,42;0
3267;7112B;BUREAU DE POSTE;0;0;;Pas de flux;;0
3268;9609Z;BUREAU DE POSTE;1;1;7;Inconnu;2330;0
3269;5610C;BUREAU DE POSTE;0;1;;Pas de flux;;0
3270;4799B;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3271;4799A;BUREAU DE POSTE;0;1;6;Inconnu;400;0
3272;8559B;BUREAU DE POSTE;2;1;;Inconnu;2940;0
3273;8130Z;BUREAU DE POSTE;0;1;;Inconnu;4364;0
3274;9329Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
3275;8690E;PRO;1;1;7;0 a 70% de flux;9979,39;0
3276;8690;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3277;9003B;PRO;0;1;8;0 a 70% de flux;3365,75;0
3278;8121Z;BUREAU DE POSTE;1;1;7;Inconnu;9124,51;0
3279;8121Z;BUREAU DE POSTE;1;1;7;Inconnu;3075,5;0
3280;4791A;BUREAU DE POSTE;2;1;7;Inconnu;4926,63;0
3281;4321A;BUREAU DE POSTE;1;1;5;Inconnu;35160,15;0
3282;8690;BUREAU DE POSTE;1;1;9;Inconnu;1770;0
3283;9499Z;BUREAU DE POSTE;0;1;;Inconnu;5288,31;0
3284;5920Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3285;0142Z;BUREAU DE POSTE;1;1;7;Inconnu;8341,78;0
3286;8690;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3287;4399C;BUREAU DE POSTE;1;1;7;Inconnu;50600;0
3288;2341Z;BUREAU DE POSTE;1;1;7;Inconnu;12757,87;0
3289;4520A;BUREAU DE POSTE;2;1;2;Inconnu;2954,36;0
3290;4312A;BUREAU DE POSTE;2;1;6;Inconnu;18030,1;0
3291;4791B;BUREAU DE POSTE;2;1;6;Inconnu;4000;0
3292;8622C;PRO;2;1;8;0 a 70% de flux;43613,61;1
3293;4331Z;PRO;2;1;4;0 a 70% de flux;3356,14;0
3294;3230Z;A DISTANCE;0;1;7;0 a 70% de flux;23196,7;0
3295;4331Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
3296;9602A;BUREAU DE POSTE;1;1;6;0 a 70% de flux;1185,95;0
3297;9602B;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3298;4399C;BUREAU DE POSTE;0;0;;Pas de flux;;0
3299;9312Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
3300;9602A;BUREAU DE POSTE;1;1;7;Inconnu;297;0
3301;6391Z;BUREAU DE POSTE;2;1;8;Pas de flux;;0
3302;6820A;BUREAU DE POSTE;0;1;9;Inconnu;2085,25;0
3303;8559B;PRO;1;1;;0 a 70% de flux;4465;0
3304;3212Z;BUREAU DE POSTE;0;1;;Inconnu;2849,85;0
3305;4321A;BUREAU DE POSTE;1;1;CESS;Inconnu;4202,02;0
3306;4619B;PRO;2;1;8;Inconnu;2385,99;0
3307;9003A;PRO;2;1;8;0 a 70% de flux;119;0
3308;8559B;A DISTANCE;2;1;7;0 a 70% de flux;10557,5;0
3309;4776Z;PRO;1;1;4;Inconnu;8617,25;0
3310;;A DISTANCE;2;1;;0 a 70% de flux;8848,45;0
3311;4321A;BUREAU DE POSTE;1;1;7;Inconnu;20377,13;0
3312;4334Z;BUREAU DE POSTE;1;1;;Inconnu;28062,28;0
3313;8690E;PRO;2;1;7;Pas de flux;;0
3314;9604Z;BUREAU DE POSTE;2;1;8;0 a 70% de flux;2608,26;0
3315;8790B;BUREAU DE POSTE;0;1;8;Pas de flux;;0
3316;8010Z;BUREAU DE POSTE;1;1;8;Inconnu;240;0
3317;8621Z;PRO;1;1;7;0 a 70% de flux;8682,69;0
3318;4619B;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3319;4778C;BUREAU DE POSTE;1;1;3;0 a 70% de flux;25759,9;1
3320;4321A;BUREAU DE POSTE;0;1;6;Pas de flux;;0
3321;7022Z;BUREAU DE POSTE;1;1;8;Inconnu;120;0
3322;8121Z;BUREAU DE POSTE;1;1;;Inconnu;9999,64;0
3323;9609Z;BUREAU DE POSTE;2;1;CESS;Inconnu;4180;0
3324;8621Z;PRO;1;1;8;0 a 70% de flux;23391,92;1
3325;1813Z;BUREAU DE POSTE;1;1;7;Inconnu;5862,78;1
3326;4331Z;BUREAU DE POSTE;1;1;;Inconnu;10838,25;0
3327;9602B;BUREAU DE POSTE;1;1;7;Inconnu;410;0
3328;4334Z;BUREAU DE POSTE;0;1;;Inconnu;873,08;0
3329;5610C;PRO;1;1;CESS;Inconnu;12155;0
3330;5621Z;BUREAU DE POSTE;1;1;6;Inconnu;479;0
3331;9602B;BUREAU DE POSTE;1;1;7;Inconnu;5696,05;0
3332;5610C;BUREAU DE POSTE;1;1;6;Inconnu;15775,02;1
3333;8690E;PRO;1;1;8;0 a 70% de flux;3464,25;0
3334;4321A;BUREAU DE POSTE;1;1;7;Inconnu;13978,9;0
3335;8690;PRO;2;1;8;0 a 70% de flux;12183,22;0
3336;0122Z;BUREAU DE POSTE;1;1;8;Inconnu;5010;0
3337;4334Z;BUREAU DE POSTE;2;1;7;Inconnu;12272,33;0
3338;9609Z;BUREAU DE POSTE;1;1;7;Inconnu;7844,8;0
3339;8559B;BUREAU DE POSTE;2;1;9;Inconnu;786,86;0
3340;4334Z;PRO;1;1;6;Inconnu;1823,8;0
3341;8690E;PRO;1;1;8;Inconnu;73,7;0
3342;9103Z;INSTITUTIONNEL;1;1;;0 a 70% de flux;260;0
3343;8690E;PRO;2;1;9;0 a 70% de flux;15499,25;0
3344;4799A;BUREAU DE POSTE;0;1;7;Pas de flux;;0
3345;8211Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3346;4332A;BUREAU DE POSTE;2;1;6;Inconnu;8024,15;0
3347;4399C;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3348;4321A;PRO;0;1;7;0 a 70% de flux;10192,68;0
3349;8690E;BUREAU DE POSTE;2;1;7;Inconnu;18864,52;0
3350;8030Z;PRO;1;1;7;Pas de flux;;0
3351;5610A;BUREAU DE POSTE;0;1;4;0 a 70% de flux;140;1
3352;8130Z;BUREAU DE POSTE;1;1;;0 a 70% de flux;8844,6;0
3353;8559B;PRO;0;1;8;0 a 70% de flux;640;0
3354;7990Z;PRO;2;1;8;0 a 70% de flux;2693;0
3355;2540Z;BUREAU DE POSTE;1;1;4;Inconnu;14962,37;1
3356;8690E;PRO;2;1;7;0 a 70% de flux;28396,32;0
3357;4791B;BUREAU DE POSTE;0;1;7;Pas de flux;;0
3358;8690;PRO;1;1;7;0 a 70% de flux;18986,89;1
3359;4322B;BUREAU DE POSTE;2;1;5;Inconnu;77008;0
3360;9609Z;BUREAU DE POSTE;2;1;8;Inconnu;582;0
3361;4321A;BUREAU DE POSTE;2;1;7;Inconnu;29024,9;0
3362;7410Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
3363;4399C;BUREAU DE POSTE;1;1;7;Inconnu;4809,61;0
3364;9001Z;BUREAU DE POSTE;1;1;7;0 a 70% de flux;382,79;0
3365;4399C;BUREAU DE POSTE;1;1;6;Inconnu;4691;0
3366;8690;PRO;1;1;8;0 a 70% de flux;19158,87;0
3367;;PRO;0;1;;Pas de flux;;0
3368;4321A;BUREAU DE POSTE;1;1;7;Inconnu;4076,51;0
3369;9529Z;BUREAU DE POSTE;1;1;6;Inconnu;270;0
3370;8899B;BUREAU DE POSTE;2;1;6;0 a 70% de flux;66336,49;0
3371;8690E;PRO;2;1;8;0 a 70% de flux;15423,67;0
3372;5510Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3373;8559B;BUREAU DE POSTE;1;1;;Inconnu;15526,5;0
3374;4771Z;BUREAU DE POSTE;1;1;CESS;Inconnu;4324,8;0
3375;8690;PRO;1;1;8;Inconnu;8053,52;0
3376;6209Z;A DISTANCE;2;1;7;0 a 70% de flux;5877,51;0
3377;8690E;PRO;1;1;7;Inconnu;20322,53;0
3378;8551Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3379;9499Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
3380;7022Z;BUREAU DE POSTE;1;1;7;Inconnu;6000;0
3381;8690;PRO;1;1;7;0 a 70% de flux;3910;0
3382;9499Z;DOM;1;1;6;Inconnu;2687,21;0
3383;8551Z;BUREAU DE POSTE;2;1;;Inconnu;43450,08;0
3384;4932Z;BUREAU DE POSTE;1;1;7;0 a 70% de flux;5384,9;1
3385;8690;PRO;1;1;8;0 a 70% de flux;8388,07;0
3386;4331Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3387;4399C;BUREAU DE POSTE;2;1;5;Inconnu;27408;0
3388;8559B;PRO;1;1;8;Pas de flux;;0
3389;4511Z;BUREAU DE POSTE;2;1;7;Inconnu;41018;0
3390;1623Z;BUREAU DE POSTE;1;1;7;Inconnu;5112,5;0
3391;4399C;BUREAU DE POSTE;1;1;7;Inconnu;13390,4;0
3392;4511Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3393;9003A;PRO;2;1;;Inconnu;6888,61;0
3394;2550A;BUREAU DE POSTE;0;1;8;Inconnu;14500;0
3395;4322A;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3396;4399C;BUREAU DE POSTE;2;1;7;0 a 70% de flux;6182,33;0
3397;9001Z;BUREAU DE POSTE;2;1;7;0 a 70% de flux;13338,22;0
3398;4334Z;BUREAU DE POSTE;0;1;CESS;0 a 70% de flux;5187,1;0
3399;8520Z;BUREAU DE POSTE;2;1;;0 a 70% de flux;8928,13;0
3400;5610C;BUREAU DE POSTE;1;1;6;Inconnu;6884,5;0
3401;8690;PRO;2;1;8;Inconnu;15179,39;0
3402;8690;BUREAU DE POSTE;1;1;6;Inconnu;3610;0
3403;8690;BUREAU DE POSTE;2;1;8;Inconnu;5346,8;0
3404;8623Z;PRO;1;1;7;0 a 70% de flux;80388,58;1
3405;8690;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3406;4789Z;BUREAU DE POSTE;1;1;;Inconnu;15234,82;0
3407;4722Z;BUREAU DE POSTE;0;1;7;Pas de flux;;0
3408;0119Z;BUREAU DE POSTE;0;1;6;Pas de flux;;0
3409;0311Z;BUREAU DE POSTE;2;1;8;Inconnu;150;0
3410;8690E;PRO;1;1;8;0 a 70% de flux;7920,05;0
3411;8121Z;PRO;1;1;5;0 a 70% de flux;7667,85;0
3412;9499Z;BUREAU DE POSTE;0;0;6;Pas de flux;;0
3413;8690E;PRO;2;1;8;0 a 70% de flux;8404,2;0
3414;8690;BUREAU DE POSTE;1;1;;Inconnu;36264,38;0
3415;8621Z;DOM;2;1;7;Pas de flux;;1
3416;4334Z;PRO;1;1;6;Inconnu;11962,47;0
3417;3299Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
3418;4333Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3419;4932Z;PRO;1;1;8;0 a 70% de flux;9665,03;1
3420;4334Z;PRO;0;1;7;Pas de flux;;0
3421;4520A;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3422;4619B;BUREAU DE POSTE;1;1;7;Inconnu;50;0
3423;8559B;BUREAU DE POSTE;1;1;;Inconnu;7112,63;0
3424;4322B;BUREAU DE POSTE;1;1;7;Inconnu;34533;0
3425;;BUREAU DE POSTE;0;0;;Pas de flux;;0
3426;7022Z;PRO;2;1;8;0 a 70% de flux;16694,44;0
3427;6920Z;PRO;1;1;7;Pas de flux;;0
3428;8690;PRO;1;1;8;0 a 70% de flux;1812,81;0
3429;4771Z;BUREAU DE POSTE;1;1;;Inconnu;5439,26;0
3430;8690;BUREAU DE POSTE;1;1;8;Inconnu;100;0
3431;0145Z;BUREAU DE POSTE;1;1;CESS;Inconnu;4620,8;0
3432;8690E;PRO;1;1;8;0 a 70% de flux;18862,73;1
3433;7420Z;PRO;1;1;7;0 a 70% de flux;11,25;0
3434;8121Z;BUREAU DE POSTE;1;1;7;Inconnu;7769,54;0
3435;4690Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3436;5811Z;BUREAU DE POSTE;0;1;7;0 a 70% de flux;1807,53;0
3437;9329Z;BUREAU DE POSTE;1;1;4;Pas de flux;;0
3438;0149Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3439;1392Z;BUREAU DE POSTE;2;1;;Inconnu;23685,77;0
3440;5010Z;BUREAU DE POSTE;0;1;;Inconnu;6980;0
3441;4789Z;BUREAU DE POSTE;1;1;7;Inconnu;6528;0
3442;4322A;PRO;1;1;7;Inconnu;3400;0
3443;0149Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3444;8690E;PRO;1;1;8;0 a 70% de flux;1536;0
3445;9609Z;BUREAU DE POSTE;2;1;7;Inconnu;9180;0
3446;0150Z;BUREAU DE POSTE;1;1;9;Inconnu;2849;0
3447;8121Z;BUREAU DE POSTE;1;1;;Inconnu;918,67;0
3448;4789Z;BUREAU DE POSTE;0;1;7;Inconnu;16507,93;0
3449;8690E;PRO;2;1;8;Inconnu;10888,45;0
3450;3213Z;BUREAU DE POSTE;2;1;7;0 a 70% de flux;634;1
3451;8690E;PRO;2;1;8;Inconnu;5751,88;0
3452;4322A;BUREAU DE POSTE;1;1;7;Inconnu;2497,44;0
3453;6820A;BUREAU DE POSTE;2;1;;Pas de flux;;0
3454;9329Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3455;8690E;BUREAU DE POSTE;1;1;8;0 a 70% de flux;9266,65;0
3456;5610A;BUREAU DE POSTE;1;1;5;Inconnu;30167,51;1
3457;8690E;PRO;2;1;8;0 a 70% de flux;15208,13;1
3458;5221Z;BUREAU DE POSTE;1;1;7;Inconnu;55804,1;0
3459;6910Z;PRO;1;1;7;0 a 70% de flux;80682,34;0
3460;4399C;BUREAU DE POSTE;2;1;7;Inconnu;28725,43;0
3461;6820B;BUREAU DE POSTE;0;1;8;Inconnu;11250;0
3462;0121Z;PRO;1;1;9;Pas de flux;;0
3463;8690E;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3464;7021Z;PRO;1;1;8;Inconnu;11606,61;0
3465;8621Z;PRO;0;1;8;0 a 70% de flux;83012,18;0
3466;4775Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
3467;9003A;PRO;1;1;9;Inconnu;3695,94;0
3468;8690;PRO;1;1;8;0 a 70% de flux;23194,1;0
3469;4399C;BUREAU DE POSTE;1;1;LJ;Pas de flux;;0
3470;8559B;BUREAU DE POSTE;1;1;;Inconnu;16570;0
3471;4789Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3472;;BUREAU DE POSTE;0;1;;Pas de flux;;0
3473;5610A;DOM;1;1;5;Inconnu;38666,18;1
3474;4339Z;BUREAU DE POSTE;1;1;6;Inconnu;33141,98;0
3475;8690E;PRO;1;1;8;0 a 70% de flux;31541,73;1
3476;5610C;BUREAU DE POSTE;1;1;5;Inconnu;594,5;0
3477;8121Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
3478;9003B;BUREAU DE POSTE;0;0;9;Pas de flux;;0
3479;8690;PRO;2;1;;Inconnu;23139,75;0
3480;8559A;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3481;4789Z;BUREAU DE POSTE;2;1;6;Inconnu;6282;0
3482;9529Z;PRO;1;1;7;Inconnu;4715;0
3483;6311Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
3484;4322A;PRO;1;1;7;0 a 70% de flux;14750;0
3485;4791A;BUREAU DE POSTE;1;1;6;Inconnu;12938,3;0
3486;8690E;BUREAU DE POSTE;1;1;8;Inconnu;8139,99;0
3487;6820A;BUREAU DE POSTE;2;1;8;Inconnu;3129,5;0
3488;5610C;BUREAU DE POSTE;2;1;6;Inconnu;7991,5;0
3489;9524Z;A DISTANCE;2;1;7;0 a 70% de flux;4411,76;0
3490;5610C;BUREAU DE POSTE;1;1;7;Inconnu;7404,41;0
3491;7430Z;BUREAU DE POSTE;2;1;;Inconnu;14518,05;0
3492;4399A;BUREAU DE POSTE;1;1;6;Pas de flux;;0
3493;5610C;BUREAU DE POSTE;1;1;6;Pas de flux;;1
3494;7111Z;PRO;1;1;8;0 a 70% de flux;18480;0
3495;8621Z;PRO;0;0;7;Pas de flux;;0
3496;9602A;BUREAU DE POSTE;2;1;5;Inconnu;961,81;0
3497;4334Z;BUREAU DE POSTE;1;1;6;Inconnu;4000;0
3498;8690E;A DISTANCE;1;1;7;Inconnu;11035,81;0
3499;2599B;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3500;8690;PRO;1;1;8;Inconnu;12776,09;0
3501;8621Z;PRO;1;1;7;0 a 70% de flux;41936,02;0
3502;4941B;BUREAU DE POSTE;2;1;8;Inconnu;7637,53;0
3503;4532Z;PRO;0;1;7;Pas de flux;;0
3504;0149Z;PRO;1;1;8;Plus de 70% de flux;12788,3;0
3505;4781Z;PRO;2;1;7;0 a 70% de flux;27812,25;0
3506;9499Z;A DISTANCE;1;1;6;Inconnu;21677,25;1
3507;8559A;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3508;0162Z;BUREAU DE POSTE;0;1;6;Inconnu;1200;0
3509;8690;BUREAU DE POSTE;2;1;7;Inconnu;17454,3;0
3510;8130Z;BUREAU DE POSTE;2;1;5;Inconnu;20646,4;0
3511;4322A;BUREAU DE POSTE;1;1;5;Inconnu;4630,6;0
3512;5610C;PRO;2;1;6;Inconnu;13792,5;1
3513;0240Z;BUREAU DE POSTE;1;1;LJ;Pas de flux;;0
3514;8621Z;PRO;2;1;7;0 a 70% de flux;36367,26;1
3515;9602B;DOM;1;1;;Inconnu;9900;1
3516;9499Z;BUREAU DE POSTE;2;1;7;Inconnu;42477,26;0
3517;4778C;BUREAU DE POSTE;2;1;7;Inconnu;2056,61;0
3518;9609Z;BUREAU DE POSTE;2;1;;Inconnu;255;0
3519;9101Z;INSTITUTIONNEL;1;2;7;Inconnu;3097,56;0
3520;3315Z;BUREAU DE POSTE;1;1;;Inconnu;2408;0
3521;9602A;BUREAU DE POSTE;0;1;6;Inconnu;1965;0
3522;8690;PRO;2;1;9;0 a 70% de flux;34909,48;0
3523;3212Z;PRO;0;1;7;0 a 70% de flux;2825;0
3524;7410Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3525;5811Z;BUREAU DE POSTE;1;1;7;Inconnu;9000;0
3526;8551Z;BUREAU DE POSTE;2;1;8;Inconnu;600;0
3527;6910Z;PRO;1;1;7;Pas de flux;;0
3528;1413Z;BUREAU DE POSTE;1;1;7;Inconnu;2099,62;0
3529;9499Z;BUREAU DE POSTE;0;1;6;Pas de flux;;0
3530;9312Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
3531;7111Z;PRO;2;1;8;0 a 70% de flux;22318,99;0
3532;4329A;BUREAU DE POSTE;0;0;;Pas de flux;;0
3533;8690;PRO;1;1;8;0 a 70% de flux;9058;0
3534;4711B;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3535;8121Z;BUREAU DE POSTE;1;1;7;Inconnu;2073;0
3536;4321A;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3537;4332A;BUREAU DE POSTE;1;1;6;Inconnu;9806,5;0
3538;8129B;BUREAU DE POSTE;1;1;8;Inconnu;16561;0
3539;4789Z;BUREAU DE POSTE;2;1;7;Inconnu;3075;0
3540;7111Z;PRO;1;1;7;Inconnu;65;0
3541;8690E;PRO;2;1;8;0 a 70% de flux;11845,85;0
3542;1013B;PRO;1;1;7;0 a 70% de flux;71147,28;1
3543;4781Z;BUREAU DE POSTE;1;1;7;Inconnu;1360;0
3544;4333Z;BUREAU DE POSTE;1;1;7;Inconnu;12093,77;0
3545;4799A;BUREAU DE POSTE;1;1;7;0 a 70% de flux;10784,15;0
3546;8211Z;BUREAU DE POSTE;1;1;8;Pas de flux;;0
3547;4511Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3548;9312Z;BUREAU DE POSTE;1;1;;0 a 70% de flux;3093;0
3549;4932Z;BUREAU DE POSTE;1;1;;Inconnu;905,01;0
3550;8121Z;BUREAU DE POSTE;2;1;7;Inconnu;10881,3;0
3551;4932Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3552;4322A;BUREAU DE POSTE;0;0;;Pas de flux;;0
3553;6201Z;PRO;2;1;7;0 a 70% de flux;5355;0
3554;4321A;BUREAU DE POSTE;1;1;CESS;Pas de flux;;0
3555;0122Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
3556;6910Z;PRO;2;1;7;0 a 70% de flux;12231,23;0
3557;4331Z;BUREAU DE POSTE;1;1;6;Inconnu;1511,02;0
3558;8552Z;BUREAU DE POSTE;1;1;7;Inconnu;6218;0
3559;;A DISTANCE;1;1;;0 a 70% de flux;7273;0
3560;;DOM;0;1;;Pas de flux;;0
3561;4759B;BUREAU DE POSTE;0;1;7;0 a 70% de flux;7044,43;1
3562;6831Z;PRO;1;1;7;0 a 70% de flux;15400;0
3563;4782Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3564;;DOM;1;1;;Pas de flux;;0
3565;9602A;BUREAU DE POSTE;1;1;6;0 a 70% de flux;4145,7;1
3566;4321A;PRO;1;1;6;0 a 70% de flux;18942;0
3567;4791B;PRO;1;1;6;0 a 70% de flux;42665,76;0
3568;8621Z;PRO;1;1;8;Pas de flux;;0
3569;9499Z;BUREAU DE POSTE;1;1;;Inconnu;33497,74;0
3570;4778C;PRO;1;1;7;0 a 70% de flux;12741,01;0
3571;8121Z;BUREAU DE POSTE;1;1;7;Inconnu;11956;0
3572;7022Z;BUREAU DE POSTE;1;1;CESS;0 a 70% de flux;3249,3;0
3573;8690;PRO;1;1;8;Pas de flux;;0
3574;8891A;INSTITUTIONNEL;2;1;;0 a 70% de flux;46288,65;0
3575;7220Z;BUREAU DE POSTE;1;1;8;Inconnu;3000;0
3576;7112B;PRO;2;1;8;0 a 70% de flux;32340;0
3577;4781Z;PRO;1;1;7;Plus de 70% de flux;2185;1
3578;5814Z;BUREAU DE POSTE;2;1;8;Inconnu;3125;0
3579;4391A;BUREAU DE POSTE;1;1;6;Inconnu;10593,33;0
3580;8690;PRO;2;1;8;Inconnu;13044,9;0
3581;4799B;BUREAU DE POSTE;1;1;7;Inconnu;18772,23;0
3582;5510Z;BUREAU DE POSTE;1;1;7;Inconnu;890,85;0
3583;4333Z;BUREAU DE POSTE;2;1;7;Inconnu;4918,33;0
3584;4399C;PRO;2;1;6;0 a 70% de flux;12111,6;0
3585;1310Z;BUREAU DE POSTE;0;1;8;Pas de flux;;0
3586;4520A;PRO;1;1;7;0 a 70% de flux;2862,52;1
3587;6201Z;BUREAU DE POSTE;2;1;7;0 a 70% de flux;14494,39;0
3588;;A DISTANCE;0;1;;Inconnu;25798,81;0
3589;4932Z;BUREAU DE POSTE;1;1;8;Inconnu;4056,13;0
3590;6010Z;DOM;1;1;7;0 a 70% de flux;12775,51;1
3591;5610C;BUREAU DE POSTE;2;1;6;Plus de 70% de flux;37352,95;1
3592;4729Z;BUREAU DE POSTE;2;1;8;Inconnu;7121,98;0
3593;9602A;PRO;2;1;;0 a 70% de flux;3708;0
3594;9312Z;PRO;0;1;;Inconnu;935;0
3595;8690;BUREAU DE POSTE;1;1;;Pas de flux;;0
3596;8552Z;BUREAU DE POSTE;0;1;;Inconnu;30266,66;0
3597;8219Z;BUREAU DE POSTE;1;1;8;Plus de 70% de flux;11024,58;0
3598;7430Z;BUREAU DE POSTE;2;1;;Inconnu;4099,13;0
3599;4334Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
3600;8690;PRO;1;1;7;0 a 70% de flux;16314,2;0
3601;4321A;BUREAU DE POSTE;1;1;6;Inconnu;3567;0
3602;8219Z;BUREAU DE POSTE;1;1;7;0 a 70% de flux;12323,95;0
3603;9609Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3604;8690E;BUREAU DE POSTE;2;1;;Inconnu;9343,7;0
3605;0729Z;BUREAU DE POSTE;2;1;7;Pas de flux;;0
3606;;PRO;0;1;;Pas de flux;;0
3607;9004Z;BUREAU DE POSTE;1;1;;Inconnu;5741,79;0
3608;5911A;BUREAU DE POSTE;2;1;8;0 a 70% de flux;15250;0
3609;9499Z;INSTITUTIONNEL;1;1;6;Pas de flux;;0
3610;8130Z;BUREAU DE POSTE;2;1;7;0 a 70% de flux;5106,43;0
3611;7112B;BUREAU DE POSTE;2;1;7;Inconnu;12100;0
3612;6910Z;PRO;1;1;8;0 a 70% de flux;7456,15;0
3613;9609Z;BUREAU DE POSTE;1;1;7;Pas de flux;;0
3614;5610C;BUREAU DE POSTE;1;1;5;Pas de flux;;1
3615;4391A;BUREAU DE POSTE;1;1;7;Inconnu;4483,76;0
3616;9602A;BUREAU DE POSTE;2;1;6;Inconnu;2923;0
3617;8690;PRO;1;1;8;0 a 70% de flux;21042,63;0
3618;5320Z;BUREAU DE POSTE;1;1;6;Inconnu;257,3;0
