id_client;job_category;service_channel;nb_internet_products;contract_type;risk_of_credit;credit_flux;annual_flux;target
8330;9602A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8331;6820B;PRO;2;1;;Inconnu;67963,47;0
8332;6820B;BUREAU DE POSTE;0;1;7;Pas de flux;;0
8333;9499Z;INSTITUTIONNEL;18;14;6;0 a 70% de flux;670496,47;0
8334;4649Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8335;9609Z;ENTREPRISE;0;2;5;0 a 70% de flux;10323166,47;1
8336;8790A;INSTITUTIONNEL;0;1;5;0 a 70% de flux;7251,1;0
8337;4690Z;BUREAU DE POSTE;1;1;;Inconnu;1083,89;0
8338;6499Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
8339;5510Z;PRO;0;1;6;Pas de flux;;0
8340;6311Z;BUREAU DE POSTE;0;1;6;Pas de flux;;0
8341;6820B;BUREAU DE POSTE;1;1;9;Inconnu;2500;0
8342;6820A;BUREAU DE POSTE;0;1;;Inconnu;2050,09;0
8343;6820B;BUREAU DE POSTE;0;1;;Pas de flux;;0
8344;6201Z;PRO;3;1;3;0 a 70% de flux;38385,8;0
8345;9329Z;INSTITUTIONNEL;5;140;6;0 a 70% de flux;4614321,48;1
8346;7311Z;PRO;0;1;;Pas de flux;;0
8347;6420Z;ENTREPRISE;0;1;8;Pas de flux;;0
8348;5829C;PRO;2;1;4;0 a 70% de flux;9304,5;0
8349;7022Z;PRO;2;1;3;0 a 70% de flux;70310,41;0
8350;9499Z;INSTITUTIONNEL;3;2;7;Inconnu;10000;0
8351;6820A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8352;6820A;BUREAU DE POSTE;0;1;;Inconnu;3300;0
8353;6820B;PRO;2;1;7;0 a 70% de flux;18663,01;0
8354;6820B;BUREAU DE POSTE;0;1;;Pas de flux;;0
8355;6820B;PRO;0;1;9;Pas de flux;;0
8356;4619A;PRO;2;3;5;Plus de 70% de flux;839202,99;1
8357;4778C;PRO;0;1;3;0 a 70% de flux;3911,09;1
8358;6820A;BUREAU DE POSTE;1;1;;Inconnu;6624,34;0
8359;6512Z;GRANDS INSTITUTIONNELS;2;2;NC;Inconnu;1570864,86;0
8360;6910Z;PRO;0;1;;Pas de flux;;0
8361;6910Z;PRO;1;1;7;Inconnu;3919,32;0
8362;5811Z;PRO;1;1;2;0 a 70% de flux;26820,68;0
8363;4120A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8364;4643Z;BUREAU DE POSTE;0;0;2;Pas de flux;;0
8365;4641Z;BUREAU DE POSTE;0;0;CESS;Pas de flux;;0
8366;6622Z;PRO;2;2;9;Pas de flux;;0
8367;6820B;BUREAU DE POSTE;0;1;;Inconnu;1005;0
8368;4939B;PRO;1;1;SUSP;0 a 70% de flux;5320,42;0
8369;6832A;BUREAU DE POSTE;1;1;;Inconnu;1992,46;0
8370;6820B;BUREAU DE POSTE;0;0;;Pas de flux;;0
8371;4690Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8372;6820B;BUREAU DE POSTE;0;1;;Inconnu;12280;0
8373;5630Z;CORPORATE;0;1;;Pas de flux;;0
8374;5630Z;CORPORATE;0;1;;Pas de flux;;0
8375;6820B;BUREAU DE POSTE;0;1;;Pas de flux;;0
8376;7120B;ENTREPRISE;0;1;7;0 a 70% de flux;8457172,33;0
8377;4641Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8378;6311Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
8379;6820B;BUREAU DE POSTE;0;1;;Pas de flux;;0
8380;4669A;ENTREPRISE;2;1;10;0 a 70% de flux;254666,77;0
8381;6820B;ENTREPRISE;1;2;7;0 a 70% de flux;7786,56;0
8382;4332B;ENTREPRISE;2;2;4;0 a 70% de flux;60293,19;0
8383;6419Z;PRO;0;1;;Pas de flux;;0
8384;4669B;ENTREPRISE;0;0;9;Pas de flux;;0
8385;5814Z;PRO;0;1;CESS;Pas de flux;;0
8386;4674A;BUREAU DE POSTE;0;1;9;0 a 70% de flux;2878,26;0
8387;6419Z;GRANDS INSTITUTIONNELS;1;8;6;0 a 70% de flux;277295880,9;0
8388;4641Z;BUREAU DE POSTE;0;1;CESS;0 a 70% de flux;550;0
8389;3523Z;CORPORATE;1;30;10;0 a 70% de flux;473044293,8;0
8390;7010Z;BUREAU DE POSTE;1;1;9;Pas de flux;;0
8391;4646Z;ENTREPRISE;0;1;10;Pas de flux;;0
8392;4779Z;PRO;0;1;9;0 a 70% de flux;741;0
8393;7010Z;CORPORATE;0;1;10;0 a 70% de flux;46122029,77;0
8394;5814Z;ENTREPRISE;1;1;4;0 a 70% de flux;46264,53;0
8395;6820A;SPL;0;3;10;0 a 70% de flux;16011282,5;0
8396;5911B;PRO;1;1;6;0 a 70% de flux;18724;0
8397;4120B;ENTREPRISE;1;1;7;0 a 70% de flux;227521,07;0
8398;6820A;SPL;1;1;10;0 a 70% de flux;126476,45;0
8399;7911Z;ENTREPRISE;0;1;4;0 a 70% de flux;134539,73;1
8400;6419Z;GRANDS INSTITUTIONNELS;1;1;7;0 a 70% de flux;26733,44;0
8401;6820A;SPL;1;2;7;0 a 70% de flux;2366229,19;0
8402;5811Z;ENTREPRISE;0;1;7;0 a 70% de flux;17022,76;0
8403;6832A;A DISTANCE;0;1;7;Pas de flux;;0
8404;6820A;SPL;1;2;7;0 a 70% de flux;986389,89;0
8405;4669B;BUREAU DE POSTE;0;1;9;Pas de flux;;0
8406;2593Z;PRO;0;1;5;Pas de flux;;0
8407;5814Z;ENTREPRISE;1;3;8;Plus de 70% de flux;2190512,4;0
8408;9603Z;BUREAU DE POSTE;0;2;7;Pas de flux;;0
8409;4211Z;ENTREPRISE;1;1;8;Pas de flux;;0
8410;6512Z;INSTITUTIONNEL;0;1;7;Pas de flux;;0
8411;4531Z;ENTREPRISE;2;1;3;Pas de flux;;0
8412;2550B;BUREAU DE POSTE;1;1;2;0 a 70% de flux;1477,39;0
8413;6820A;SPL;2;2;10;0 a 70% de flux;34747766,54;1
8414;5510Z;ENTREPRISE;0;1;10;Pas de flux;;0
8415;4642Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8416;4520A;PRO;1;1;7;0 a 70% de flux;84034,18;1
8417;6820A;SPL;1;1;10;0 a 70% de flux;3893922,33;0
8418;4322A;PRO;1;1;2;Pas de flux;;0
8419;5814Z;BUREAU DE POSTE;2;1;5;0 a 70% de flux;26474,06;0
8420;4676Z;ENTREPRISE;0;1;8;Pas de flux;;0
8421;6820A;SPL;1;3;10;0 a 70% de flux;12486814,91;0
8422;0729Z;ENTREPRISE;0;1;9;Pas de flux;;0
8423;4762Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
8424;6820B;SPL;0;0;CESS;Pas de flux;;0
8425;5811Z;ENTREPRISE;1;1;6;0 a 70% de flux;47861,32;0
8426;5819Z;ENTREPRISE;1;1;8;0 a 70% de flux;29425,62;0
8427;1395Z;ENTREPRISE;1;1;7;0 a 70% de flux;69108,26;0
8428;6622Z;PRO;0;1;CESS;Pas de flux;;0
8429;4399C;PRO;1;1;2;0 a 70% de flux;191910,49;0
8430;4779Z;BUREAU DE POSTE;0;1;CESS;Pas de flux;;0
8431;6820A;SPL;1;1;10;0 a 70% de flux;7047220,21;1
8432;4676Z;PRO;2;1;9;0 a 70% de flux;108134,16;0
8433;4669B;ENTREPRISE;0;1;9;Pas de flux;;0
8434;4651Z;LBP LF;0;0;7;Pas de flux;;0
8435;1101Z;ENTREPRISE;0;1;9;Pas de flux;;0
8436;5811Z;PRO;0;1;6;0 a 70% de flux;6389,07;0
8437;6920Z;PRO;0;1;;Pas de flux;;0
8438;4332B;ENTREPRISE;1;1;8;Pas de flux;;0
8439;4752A;PRO;1;1;6;0 a 70% de flux;12636,43;1
8440;4774Z;ENTREPRISE;1;1;4;0 a 70% de flux;543918,75;0
8441;7022Z;PRO;0;0;8;Pas de flux;;0
8442;0240Z;SPL;1;1;NC;Pas de flux;;0
8443;4399A;ENTREPRISE;0;1;10;0 a 70% de flux;137873,92;0
8444;1082Z;BUREAU DE POSTE;0;0;5;Pas de flux;;0
8445;6832A;BUREAU DE POSTE;0;1;8;Pas de flux;;0
8446;5510Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8447;3109A;A DISTANCE;2;1;5;Pas de flux;;0
8448;4329B;ENTREPRISE;0;1;9;Pas de flux;;0
8449;9604Z;ENTREPRISE;0;1;3;Pas de flux;;0
8450;4643Z;ENTREPRISE;0;2;10;0 a 70% de flux;28324,61;0
8451;1721B;ENTREPRISE;0;1;8;Pas de flux;;0
8452;5814Z;PRO;0;1;6;Pas de flux;;0
8453;5811Z;ENTREPRISE;1;1;3;0 a 70% de flux;137937,55;0
8454;6831Z;PRO;2;1;5;0 a 70% de flux;38581,48;0
8455;1812Z;BUREAU DE POSTE;0;1;2;Pas de flux;;0
8456;5914Z;PRO;0;1;5;Pas de flux;;0
8457;6419Z;GRANDS INSTITUTIONNELS;0;1;6;Pas de flux;;0
8458;6512Z;GRANDS INSTITUTIONNELS;1;1;6;0 a 70% de flux;216463,51;0
8459;6820B;BUREAU DE POSTE;0;1;CESS;Pas de flux;;0
8460;8899B;INSTITUTIONNEL;0;1;6;Pas de flux;;0
8461;6512Z;GRANDS INSTITUTIONNELS;1;3;NC;Inconnu;300714,3;0
8462;8559B;BUREAU DE POSTE;0;0;;Pas de flux;;0
8463;9411Z;PRO;1;1;NC;0 a 70% de flux;213463,59;1
8464;8899B;PRO;1;3;7;0 a 70% de flux;11609,13;0
8465;8790A;INSTITUTIONNEL;0;1;6;Pas de flux;;0
8466;9491Z;INSTITUTIONNEL;11;21;NC;Inconnu;742053,87;0
8467;5510Z;INSTITUTIONNEL;0;2;6;Inconnu;5280;0
8468;8899B;INSTITUTIONNEL;1;1;6;0 a 70% de flux;2463,77;0
8469;3600Z;CORPORATE;0;24;6;0 a 70% de flux;8891656,15;0
8470;6512Z;GRANDS INSTITUTIONNELS;0;1;9;0 a 70% de flux;64200,38;0
8471;7990Z;INSTITUTIONNEL;0;1;;0 a 70% de flux;64956,41;0
8472;7219Z;INSTITUTIONNEL;0;1;6;Pas de flux;;0
8473;6512Z;GRANDS INSTITUTIONNELS;0;2;NC;Inconnu;528;0
8474;6512Z;GRANDS INSTITUTIONNELS;0;1;NC;Pas de flux;;0
8475;6512Z;GRANDS INSTITUTIONNELS;0;1;NC;Pas de flux;;0
8476;9499Z;INSTITUTIONNEL;0;23;6;0 a 70% de flux;15972,47;0
8477;8899B;INSTITUTIONNEL;0;0;6;Pas de flux;;0
8478;7219Z;BUREAU DE POSTE;1;1;NC;Plus de 70% de flux;1394510,36;0
8479;9499Z;INSTITUTIONNEL;0;1;;Pas de flux;;0
8480;9411Z;PRO;2;1;NC;Inconnu;11509,44;0
8481;8899B;BUREAU DE POSTE;1;1;;Inconnu;114709,5;0
8482;6512Z;INSTITUTIONNEL;0;1;NC;Pas de flux;;0
8483;6512Z;GRANDS INSTITUTIONNELS;1;40;NC;0 a 70% de flux;13846123,99;0
8484;7219Z;BUREAU DE POSTE;1;1;NC;0 a 70% de flux;17060,48;0
8485;8430A;GRANDS INSTITUTIONNELS;10;12;NC;Inconnu;6961446,58;1
8486;8810B;SPL;1;50;6;0 a 70% de flux;79641,38;0
8487;8790B;INSTITUTIONNEL;1;2;;Inconnu;1020,17;0
8488;5530Z;INSTITUTIONNEL;1;16;6;0 a 70% de flux;3280130,56;1
8489;6420Z;INSTITUTIONNEL;0;1;CESS;Inconnu;73814,84;0
8490;8621Z;INSTITUTIONNEL;1;1;6;Inconnu;667112,82;0
8491;8790A;BUREAU DE POSTE;0;1;;Pas de flux;;0
8492;8531Z;INSTITUTIONNEL;0;2;7;0 a 70% de flux;92345,49;0
8493;9491Z;INSTITUTIONNEL;0;2;NC;0 a 70% de flux;12041,17;0
8494;8531Z;INSTITUTIONNEL;0;1;6;Inconnu;8917,75;0
8495;3212Z;BUREAU DE POSTE;0;1;CESS;Pas de flux;;0
8496;8531Z;INSTITUTIONNEL;0;1;;Pas de flux;;0
8497;8730A;BUREAU DE POSTE;0;1;6;Pas de flux;;0
8498;9499Z;PRO;0;1;7;0 a 70% de flux;4430,88;0
8499;9499Z;BUREAU DE POSTE;0;1;;Pas de flux;;0
8500;6512Z;GRANDS INSTITUTIONNELS;0;3;NC;Inconnu;7688990,74;0
8501;8899B;INSTITUTIONNEL;0;2;6;Inconnu;94771,03;0
8502;9499Z;PRO;0;1;6;0 a 70% de flux;18659,86;0
8503;5814Z;INSTITUTIONNEL;0;4;9;0 a 70% de flux;4716,43;0
8504;9412Z;INSTITUTIONNEL;2;1;NC;0 a 70% de flux;620136,9;0
8505;9499Z;INSTITUTIONNEL;2;1;;0 a 70% de flux;302067,42;0
8506;9499Z;INSTITUTIONNEL;2;2;6;0 a 70% de flux;115196,56;0
8507;7320Z;BUREAU DE POSTE;0;1;;Inconnu;2875;0
8508;9499Z;INSTITUTIONNEL;3;21;6;Inconnu;56923,78;0
8509;9499Z;BUREAU DE POSTE;2;2;6;0 a 70% de flux;444;0
8510;6910Z;PRO;2;1;7;0 a 70% de flux;225051,14;0
8511;9499Z;BUREAU DE POSTE;1;1;CESS;0 a 70% de flux;475,2;0
8512;8899B;INSTITUTIONNEL;1;3;6;0 a 70% de flux;269717,18;0
8513;9499Z;INSTITUTIONNEL;1;2;6;0 a 70% de flux;95,72;0
8514;9412Z;BUREAU DE POSTE;0;1;NC;Inconnu;5255;0
8515;8621Z;INSTITUTIONNEL;1;1;6;Inconnu;290963,14;0
8516;5590Z;INSTITUTIONNEL;2;1;4;0 a 70% de flux;63350,22;0
8517;6512Z;GRANDS INSTITUTIONNELS;1;1;8;Inconnu;19913,6;0
8518;9412Z;INSTITUTIONNEL;1;1;NC;0 a 70% de flux;30502,16;0
8519;9491Z;INSTITUTIONNEL;0;1;NC;Inconnu;220;0
8520;9491Z;INSTITUTIONNEL;1;1;NC;0 a 70% de flux;24284,64;0
8521;8559B;BUREAU DE POSTE;0;1;;Pas de flux;;0
8522;9499Z;INSTITUTIONNEL;1;3;;0 a 70% de flux;94054,3;0
8523;6512Z;GRANDS INSTITUTIONNELS;0;1;NC;Inconnu;1056;0
8524;8899B;BUREAU DE POSTE;1;1;6;0 a 70% de flux;2870;0
8525;8559A;INSTITUTIONNEL;2;1;5;0 a 70% de flux;1096771,22;0
8526;9411Z;INSTITUTIONNEL;3;1;NC;0 a 70% de flux;1908295,81;0
8527;9499Z;BUREAU DE POSTE;1;1;6;Inconnu;800;0
8528;8559B;INSTITUTIONNEL;0;1;;Pas de flux;;0
8529;9420Z;INSTITUTIONNEL;2;3;NC;0 a 70% de flux;8694,8;0
8530;6512Z;GRANDS INSTITUTIONNELS;1;1;NC;Inconnu;1480999,11;0
8531;9491Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
8532;8520Z;INSTITUTIONNEL;1;1;;Pas de flux;;0
8533;9499Z;BUREAU DE POSTE;1;3;6;Pas de flux;;0
8534;9499Z;BUREAU DE POSTE;1;1;6;Inconnu;781;0
8535;5590Z;INSTITUTIONNEL;1;1;8;0 a 70% de flux;499563,79;1
8536;9491Z;INSTITUTIONNEL;2;2;NC;Inconnu;46548,74;0
8537;8899B;INSTITUTIONNEL;1;1;6;0 a 70% de flux;3344,09;0
8538;9499Z;INSTITUTIONNEL;2;6;6;0 a 70% de flux;112447,66;0
8539;9499Z;INSTITUTIONNEL;16;26;7;0 a 70% de flux;65038,46;0
8540;6512Z;GRANDS INSTITUTIONNELS;0;1;8;Inconnu;58072,82;0
8541;6512Z;INSTITUTIONNEL;1;1;NC;Pas de flux;;0
8542;6530Z;GRANDS INSTITUTIONNELS;3;2;6;Pas de flux;;0
8543;8430A;INSTITUTIONNEL;0;1;NC;Pas de flux;;0
8544;9411Z;SPL;0;3;NC;Inconnu;171780,6;0
8545;8610Z;SPL;0;1;6;Pas de flux;;0
8546;8690C;INSTITUTIONNEL;2;1;6;0 a 70% de flux;163377,67;0
8547;4711A;CORPORATE;0;1;9;0 a 70% de flux;4718,26;0
8548;9491Z;INSTITUTIONNEL;0;10;NC;Inconnu;437822,4;1
8549;5814Z;BUREAU DE POSTE;1;1;6;0 a 70% de flux;81536,83;0
8550;9491Z;INSTITUTIONNEL;0;2;;Inconnu;24602,48;0
8551;8710A;INSTITUTIONNEL;1;2;6;Inconnu;28855,79;0
8552;5811Z;ENTREPRISE;1;2;4;0 a 70% de flux;524,74;0
8553;6512Z;INSTITUTIONNEL;0;1;NC;Inconnu;3212,32;0
8554;3600Z;CORPORATE;0;3;6;0 a 70% de flux;143862,77;0
8555;9491Z;INSTITUTIONNEL;0;2;NC;0 a 70% de flux;41601,09;0
8556;4120B;ENTREPRISE;0;1;10;Pas de flux;;0
8557;4110;BUREAU DE POSTE;1;1;6;0 a 70% de flux;2390,2;0
8558;4663Z;LBP LF;0;0;7;Pas de flux;;0
8559;4642Z;PRO;2;2;4;0 a 70% de flux;20316,79;0
8560;1413Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8561;4399B;BUREAU DE POSTE;0;0;;Pas de flux;;0
8562;1413Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8563;4642Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8564;4120A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8565;7022Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8566;6512Z;GRANDS INSTITUTIONNELS;3;1;NC;0 a 70% de flux;3685557,75;0
8567;6202A;PRO;2;1;5;0 a 70% de flux;54350,69;0
8568;4771Z;BUREAU DE POSTE;0;0;LJ;Pas de flux;;0
8569;6202A;PRO;2;1;8;0 a 70% de flux;21525;0
8570;4334Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8571;4778C;PRO;1;1;3;0 a 70% de flux;11592,08;0
8572;4120A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8573;6820B;BUREAU DE POSTE;1;1;;Inconnu;1827;0
8574;4321A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8575;6820A;BUREAU DE POSTE;1;1;9;0 a 70% de flux;6082,91;0
8576;4799A;CORPORATE;0;1;6;Pas de flux;;0
8577;4651Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8578;5510Z;PRO;0;1;;0 a 70% de flux;6610;0
8579;1413Z;BUREAU DE POSTE;0;0;4;Pas de flux;;0
8580;6820B;PRO;0;1;9;Pas de flux;;0
8581;7311Z;PRO;1;1;6;0 a 70% de flux;8147,98;0
8582;;BUREAU DE POSTE;0;0;;Pas de flux;;0
8583;9499Z;PRO;1;3;7;0 a 70% de flux;43707,99;0
8584;4771Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8585;6831Z;PRO;0;1;8;Pas de flux;;0
8586;4322B;BUREAU DE POSTE;0;0;;Pas de flux;;0
8587;8542Z;INSTITUTIONNEL;0;1;;Pas de flux;;0
8588;1413Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8589;4334Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8590;6910Z;PRO;1;1;8;Inconnu;16537,34;0
8591;4726Z;CORPORATE;0;1;CESS;Pas de flux;;0
8592;7410Z;PRO;2;1;8;Pas de flux;;0
8593;4649Z;BUREAU DE POSTE;0;0;6;Pas de flux;;0
8594;8690E;PRO;2;1;8;0 a 70% de flux;10720,93;0
8595;;CORPORATE;1;1;;Inconnu;169610,75;1
8596;4932Z;PRO;0;1;7;0 a 70% de flux;1473;0
8597;4110;BUREAU DE POSTE;0;1;;Pas de flux;;0
8598;4721Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8599;8121Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8600;1413Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8601;4673A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8602;4669B;PRO;2;1;4;0 a 70% de flux;11505,5;0
8603;8211Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8604;1071;BUREAU DE POSTE;1;1;7;Inconnu;4756,56;0
8605;5630Z;CORPORATE;0;1;CESS;Pas de flux;;0
8606;1419Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8607;4690Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8608;7410Z;PRO;1;1;8;Plus de 70% de flux;38457,53;0
8609;9529Z;BUREAU DE POSTE;0;1;4;Pas de flux;;0
8610;5610A;CORPORATE;0;1;;Pas de flux;;0
8611;4321A;BUREAU DE POSTE;1;1;7;0 a 70% de flux;13709,63;0
8612;4690Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8613;;PRO;0;0;;Pas de flux;;0
8614;9329Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
8615;4690Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8616;4334Z;BUREAU DE POSTE;1;1;6;Pas de flux;;0
8617;8899B;INSTITUTIONNEL;2;3;6;Plus de 70% de flux;498035,39;0
8618;8690;PRO;1;1;8;0 a 70% de flux;1780;0
8619;4726Z;CORPORATE;0;1;;Pas de flux;;0
8620;5610A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8621;5310Z;CORPORATE;0;1;CESS;Inconnu;672950359,1;0
8622;6202A;PRO;1;1;5;0 a 70% de flux;27692,07;0
8623;9529Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8624;8891B;BUREAU DE POSTE;1;1;;0 a 70% de flux;10052,37;0
8625;6820B;BUREAU DE POSTE;0;1;;Inconnu;3021;0
8626;;CORPORATE;0;1;;Pas de flux;;1
8627;4642Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8628;8690;PRO;2;1;8;0 a 70% de flux;26175,62;0
8629;9420Z;BUREAU DE POSTE;1;1;;Inconnu;5300;0
8630;4642Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8631;4690Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8632;5911A;BUREAU DE POSTE;0;1;4;Pas de flux;;0
8633;9420Z;GRANDS INSTITUTIONNELS;1;1;;Inconnu;468773,03;0
8634;4619B;BUREAU DE POSTE;1;1;;Pas de flux;;0
8635;5610C;BUREAU DE POSTE;0;1;;Pas de flux;;0
8636;4120A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8637;6820B;BUREAU DE POSTE;0;1;;Pas de flux;;0
8638;6920Z;PRO;0;0;CESS;Pas de flux;;0
8639;9001Z;BUREAU DE POSTE;0;1;CESS;Pas de flux;;0
8640;6820B;CORPORATE;0;2;9;Inconnu;4903482,94;0
8641;6820B;CORPORATE;0;2;9;Inconnu;14856,08;0
8642;6820B;CORPORATE;0;2;9;Inconnu;1233856,01;0
8643;4322A;PRO;1;1;6;0 a 70% de flux;77806,64;0
8644;4334Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8645;9602A;BUREAU DE POSTE;1;1;6;Pas de flux;;0
8646;9499Z;INSTITUTIONNEL;1;1;;Pas de flux;;0
8647;4399C;BUREAU DE POSTE;2;1;7;Inconnu;1660;0
8648;4120A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8649;4110A;ENTREPRISE;0;1;4;0 a 70% de flux;58628,52;0
8650;4711B;BUREAU DE POSTE;1;1;8;0 a 70% de flux;12002,75;1
8651;7022Z;PRO;1;1;6;0 a 70% de flux;41019,87;0
8652;8211Z;BUREAU DE POSTE;1;1;2;0 a 70% de flux;1516;0
8653;5819Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8654;;PRO;0;1;;Inconnu;31564,32;0
8655;4941A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8656;4789Z;BUREAU DE POSTE;2;1;7;0 a 70% de flux;14708,88;0
8657;2573B;ENTREPRISE;0;1;4;0 a 70% de flux;2111,07;0
8658;4391B;BUREAU DE POSTE;1;1;7;Inconnu;12077,77;0
8659;8010Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8660;5811Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8661;4334Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8662;4511Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8663;4711B;CORPORATE;0;1;;Inconnu;102370;0
8664;4399B;BUREAU DE POSTE;0;0;;Pas de flux;;0
8665;4322B;BUREAU DE POSTE;0;0;;Pas de flux;;0
8666;4399C;BUREAU DE POSTE;1;1;7;Pas de flux;;0
8667;4778C;BUREAU DE POSTE;0;0;;Pas de flux;;0
8668;4941A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8669;;CORPORATE;0;1;;Inconnu;9550,21;1
8670;4120A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8671;4321A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8672;9420Z;BUREAU DE POSTE;0;1;NC;Pas de flux;;0
8673;8559A;INSTITUTIONNEL;1;1;;0 a 70% de flux;202943,4;0
8674;4932Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8675;4321A;BUREAU DE POSTE;0;0;;Pas de flux;;0
8676;6190Z;BUREAU DE POSTE;0;1;4;Pas de flux;;0
8677;6202A;PRO;1;1;9;Pas de flux;;0
8678;;INSTITUTIONNEL;1;1;;Inconnu;50889,42;0
8679;8110Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
8680;9602A;BUREAU DE POSTE;1;1;3;Pas de flux;;0
8681;4672Z;PRO;2;1;5;Pas de flux;;0
8682;9602A;PRO;1;1;5;0 a 70% de flux;13904;1
8683;6820A;BUREAU DE POSTE;1;1;9;Pas de flux;;0
8684;4322A;BUREAU DE POSTE;0;0;6;Pas de flux;;0
8685;8559B;BUREAU DE POSTE;1;1;;Inconnu;1903,9;0
8686;5630Z;CORPORATE;0;1;;Pas de flux;;0
8687;9609Z;BUREAU DE POSTE;0;2;9;Pas de flux;;0
8688;9499Z;INSTITUTIONNEL;1;1;7;0 a 70% de flux;58939,75;0
8689;4321A;PRO;1;1;7;Inconnu;14065,27;0
8690;4642Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8691;;INSTITUTIONNEL;1;1;;0 a 70% de flux;53781,85;0
8692;5520Z;BUREAU DE POSTE;1;1;7;Inconnu;7074,4;0
8693;6910Z;PRO;2;1;7;0 a 70% de flux;21240;0
8694;8559A;PRO;0;1;6;0 a 70% de flux;1560;0
8695;;INSTITUTIONNEL;0;1;;Pas de flux;;0
8696;1812Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8697;6832A;BUREAU DE POSTE;0;1;CESS;Pas de flux;;0
8698;6910Z;PRO;0;1;6;0 a 70% de flux;253680;0
8699;;A DISTANCE;0;1;;0 a 70% de flux;259;0
8700;;INSTITUTIONNEL;1;1;;0 a 70% de flux;30724,57;0
8701;5814Z;PRO;0;1;7;Pas de flux;;0
8702;4120A;BUREAU DE POSTE;0;1;;Inconnu;545,15;0
8703;5630Z;CORPORATE;0;1;;Pas de flux;;0
8704;6920Z;PRO;0;1;7;Inconnu;11835;0
8705;6201Z;BUREAU DE POSTE;1;1;;Pas de flux;;0
8706;8559B;PRO;1;1;7;Pas de flux;;0
8707;6202A;PRO;1;1;4;Pas de flux;;0
8708;6622Z;PRO;0;1;NC;Pas de flux;;0
8709;4120A;BUREAU DE POSTE;0;0;2;Pas de flux;;0
8710;4778C;BUREAU DE POSTE;0;1;7;Inconnu;2590;0
8711;6920Z;PRO;0;1;8;0 a 70% de flux;30010,51;0
8712;1413Z;BUREAU DE POSTE;0;0;;Pas de flux;;0
8713;6492Z;CORPORATE;2;35;7;Inconnu;1864769515;0
8714;7022Z;ENTREPRISE;0;1;9;0 a 70% de flux;29000,4;0
8715;4782Z;BUREAU DE POSTE;1;1;8;Inconnu;822,16;0
8716;;BUREAU DE POSTE;2;1;;Pas de flux;;0
8717;6202A;PRO;0;1;6;0 a 70% de flux;390;0
