,job_category,service_channel,nb_internet_products,contract_type,risk_of_credit,credit_flux,annual_flux,target
366,60.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
15835,20.0,1.0,1.0,1.0,11.0,1.0,0.0,0.0
5511,31.0,2.0,1.0,1.0,1.0,2.0,1125.0,0.0
3079,4.0,1.0,2.0,1.0,3.0,0.0,82.77,1.0
13850,116.0,0.0,2.0,1.0,4.0,0.0,33586.38,1.0
3016,0.0,1.0,1.0,1.0,7.0,2.0,37035.81,0.0
12198,120.0,1.0,0.0,1.0,1.0,0.0,13500.0,0.0
12428,0.0,0.0,2.0,1.0,7.0,0.0,17993.66,0.0
17768,0.0,0.0,1.0,1.0,1.0,2.0,21893.09,0.0
4988,75.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1653,149.0,1.0,1.0,1.0,2.0,2.0,13601.61,0.0
12827,162.0,0.0,2.0,1.0,11.0,0.0,19552.35,1.0
3422,88.0,1.0,1.0,1.0,5.0,2.0,7112.63,0.0
14475,64.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
12955,101.0,1.0,1.0,1.0,2.0,0.0,34862.26,0.0
11678,44.0,0.0,1.0,1.0,5.0,2.0,10126.1,1.0
12847,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
1206,211.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0
13816,29.0,1.0,2.0,1.0,0.0,2.0,59693.5,0.0
9723,9.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
15720,1.0,0.0,1.0,1.0,9.0,0.0,7658.2,0.0
1486,231.0,0.0,2.0,1.0,0.0,2.0,45000.0,0.0
11746,68.0,0.0,2.0,1.0,5.0,2.0,300.0,1.0
13396,1.0,0.0,2.0,1.0,7.0,0.0,42961.35,0.0
8267,249.0,0.0,1.0,1.0,6.0,0.0,58932.94,1.0
85,0.0,2.0,1.0,1.0,1.0,0.0,21878.8,1.0
6703,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
167,15.0,0.0,1.0,1.0,1.0,2.0,24476.71,0.0
19876,1.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
16528,111.0,4.0,1.0,1.0,5.0,2.0,5397.62,0.0
8743,191.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
12639,44.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
18584,64.0,0.0,1.0,1.0,11.0,0.0,6892.47,0.0
20348,184.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
3372,88.0,1.0,1.0,1.0,5.0,2.0,15526.5,0.0
753,163.0,1.0,0.0,1.0,5.0,2.0,17177.16,0.0
1418,4.0,1.0,2.0,1.0,0.0,2.0,17380.89,0.0
10036,54.0,1.0,1.0,1.0,5.0,2.0,755.0,0.0
2254,64.0,1.0,0.0,1.0,5.0,2.0,2322.06,0.0
4063,65.0,1.0,2.0,1.0,3.0,2.0,3057.51,0.0
18002,37.0,0.0,1.0,1.0,11.0,0.0,11145.15,1.0
20459,225.0,0.0,1.0,1.0,7.0,2.0,1941.31,0.0
6023,241.0,1.0,0.0,2.0,2.0,0.0,26705.82,0.0
20547,225.0,1.0,1.0,1.0,7.0,1.0,0.0,0.0
11899,2.0,1.0,2.0,1.0,6.0,0.0,183401.18,0.0
4244,110.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
14706,64.0,0.0,1.0,1.0,2.0,0.0,32467.03,1.0
2438,55.0,1.0,2.0,1.0,2.0,2.0,1638.0,0.0
6074,81.0,1.0,2.0,1.0,5.0,2.0,14821.17,0.0
2069,0.0,0.0,2.0,1.0,0.0,0.0,29010.12,0.0
15312,0.0,0.0,1.0,1.0,3.0,0.0,2969.97,0.0
17307,35.0,1.0,2.0,1.0,1.0,0.0,35222.6,0.0
5224,15.0,0.0,1.0,1.0,2.0,0.0,2000.0,0.0
20631,6.0,0.0,1.0,1.0,1.0,2.0,9000.0,0.0
17971,38.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
15466,387.0,10.0,0.0,1.0,13.0,1.0,0.0,0.0
1078,23.0,1.0,1.0,1.0,1.0,0.0,13910.3,1.0
18235,10.0,0.0,1.0,1.0,11.0,0.0,244072.14,0.0
2175,21.0,1.0,1.0,1.0,2.0,2.0,25215.72,0.0
4125,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
624,108.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5083,183.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0
16321,332.0,0.0,1.0,1.0,1.0,0.0,48000.0,0.0
14008,1.0,0.0,1.0,1.0,0.0,0.0,30413.51,0.0
9480,75.0,0.0,1.0,1.0,5.0,2.0,4002.75,0.0
4105,0.0,1.0,2.0,1.0,0.0,2.0,4200.0,0.0
10786,105.0,6.0,1.0,2.0,8.0,2.0,16393.35,0.0
3550,44.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
17234,225.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
14435,532.0,0.0,1.0,1.0,11.0,0.0,13359.34,1.0
147,21.0,1.0,2.0,1.0,1.0,2.0,6886.0,0.0
5841,90.0,1.0,1.0,1.0,9.0,2.0,8995.0,0.0
6842,169.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0
8034,28.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
11616,230.0,0.0,0.0,1.0,7.0,1.0,0.0,0.0
1354,97.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0
6281,110.0,5.0,1.0,1.0,2.0,3.0,197386.7,1.0
7306,404.0,10.0,1.0,1.0,5.0,2.0,1583557597.0,1.0
17405,144.0,0.0,2.0,1.0,0.0,0.0,22514.95,0.0
14127,44.0,0.0,1.0,1.0,0.0,0.0,4704.42,1.0
13797,314.0,1.0,2.0,1.0,6.0,0.0,22719.93,0.0
10392,53.0,1.0,0.0,1.0,5.0,2.0,1084.5,0.0
17039,9.0,1.0,1.0,1.0,9.0,0.0,28800.0,1.0
8909,15.0,0.0,0.0,1.0,0.0,0.0,20217.0,0.0
18582,61.0,0.0,1.0,1.0,0.0,0.0,16297.76,0.0
6664,124.0,1.0,1.0,1.0,1.0,2.0,4130.3,0.0
1083,4.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0
3604,319.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
13198,3.0,1.0,0.0,1.0,2.0,0.0,7751.85,0.0
20795,91.0,1.0,0.0,1.0,5.0,2.0,1000.0,0.0
8237,113.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
991,153.0,3.0,0.0,1.0,5.0,1.0,0.0,0.0
2447,23.0,1.0,1.0,1.0,2.0,2.0,1505.64,0.0
1887,0.0,2.0,2.0,1.0,0.0,0.0,1430.0,0.0
12780,51.0,1.0,2.0,1.0,1.0,0.0,42204.0,0.0
15269,190.0,1.0,1.0,1.0,1.0,3.0,5132.5,0.0
9250,108.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
6480,225.0,1.0,1.0,1.0,7.0,2.0,8839.96,0.0
12904,120.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0
7163,225.0,1.0,0.0,1.0,4.0,2.0,2673.87,0.0
13555,15.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
905,94.0,1.0,2.0,1.0,1.0,2.0,10755.0,0.0
15455,375.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0
6136,54.0,1.0,2.0,1.0,1.0,0.0,36870.79,0.0
18629,184.0,0.0,2.0,1.0,6.0,0.0,12212.3,0.0
5489,404.0,3.0,2.0,2.0,0.0,0.0,14526837.64,0.0
19954,38.0,0.0,1.0,1.0,6.0,3.0,46029.4,1.0
7721,65.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
19344,225.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0
5836,20.0,1.0,2.0,1.0,1.0,2.0,5500.0,0.0
15242,553.0,3.0,0.0,1.0,6.0,0.0,169909.84,0.0
16367,34.0,1.0,2.0,1.0,9.0,2.0,2042.4,0.0
8144,330.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
3102,0.0,0.0,2.0,1.0,0.0,0.0,35220.85,0.0
10022,4.0,0.0,1.0,1.0,0.0,2.0,10864.0,0.0
517,118.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
4051,1.0,1.0,1.0,1.0,1.0,2.0,14602.9,0.0
12495,0.0,1.0,2.0,1.0,1.0,2.0,18270.16,0.0
20046,41.0,1.0,2.0,1.0,9.0,2.0,207.76,0.0
13293,110.0,1.0,1.0,1.0,9.0,1.0,0.0,0.0
11200,225.0,1.0,0.0,1.0,5.0,2.0,275.0,0.0
13384,2.0,1.0,0.0,1.0,11.0,1.0,0.0,0.0
19005,405.0,0.0,1.0,1.0,2.0,2.0,2876.0,0.0
5888,45.0,1.0,2.0,1.0,2.0,2.0,2117.11,0.0
8507,110.0,5.0,3.0,21.0,2.0,2.0,56923.78,0.0
4750,385.0,10.0,0.0,5.0,13.0,0.0,20541418.91,1.0
19564,303.0,1.0,2.0,1.0,6.0,2.0,1889.21,0.0
11464,225.0,1.0,2.0,1.0,7.0,1.0,0.0,0.0
16256,44.0,1.0,2.0,1.0,5.0,0.0,7878.15,0.0
7782,247.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
5100,249.0,1.0,0.0,1.0,9.0,0.0,2362.32,0.0
14861,123.0,0.0,1.0,1.0,2.0,0.0,28429.0,0.0
13863,195.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
15923,23.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
6685,84.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
10664,379.0,6.0,2.0,1.0,4.0,0.0,203416.41,0.0
8191,153.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0
14883,87.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
13366,1.0,1.0,1.0,1.0,4.0,0.0,1525.53,0.0
3107,111.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
2006,0.0,0.0,1.0,1.0,0.0,0.0,32536.0,0.0
17837,77.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
5384,18.0,1.0,1.0,1.0,5.0,2.0,8050.95,0.0
14752,225.0,1.0,1.0,1.0,1.0,2.0,216058.84,0.0
2733,244.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
15914,28.0,0.0,2.0,1.0,2.0,0.0,33494.03,1.0
7411,225.0,1.0,1.0,1.0,5.0,2.0,205.02,0.0
19202,225.0,0.0,2.0,1.0,7.0,2.0,5400.0,0.0
11008,21.0,1.0,2.0,1.0,0.0,2.0,580.0,0.0
1693,111.0,1.0,1.0,1.0,5.0,2.0,74962.97,0.0
17367,30.0,1.0,1.0,1.0,2.0,2.0,2518.06,0.0
12988,391.0,1.0,1.0,1.0,9.0,0.0,7414.62,1.0
4385,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
17562,1.0,0.0,1.0,1.0,7.0,2.0,24070.0,0.0
12123,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
13710,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
3289,124.0,1.0,2.0,1.0,2.0,2.0,18030.1,0.0
18100,306.0,3.0,0.0,2.0,7.0,0.0,502154.58,1.0
2499,110.0,0.0,1.0,1.0,7.0,0.0,2019.08,0.0
18967,571.0,3.0,0.0,1.0,2.0,0.0,140000.0,0.0
8487,130.0,5.0,1.0,16.0,2.0,0.0,3280130.56,1.0
11230,0.0,1.0,0.0,1.0,5.0,2.0,5662.6,0.0
16929,169.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0
12459,54.0,1.0,1.0,1.0,1.0,2.0,4060.6,0.0
14417,110.0,0.0,1.0,1.0,2.0,0.0,123094.2,0.0
11066,104.0,5.0,1.0,1.0,9.0,0.0,35600.0,0.0
52,28.0,0.0,1.0,1.0,1.0,2.0,335.0,0.0
5272,227.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0
10943,111.0,6.0,0.0,1.0,5.0,1.0,0.0,0.0
17908,17.0,2.0,2.0,1.0,11.0,1.0,0.0,1.0
2574,139.0,1.0,1.0,1.0,2.0,0.0,800.0,0.0
18216,7.0,0.0,2.0,1.0,9.0,0.0,39861.65,1.0
15574,111.0,0.0,1.0,1.0,5.0,1.0,0.0,0.0
4220,184.0,3.0,0.0,1.0,6.0,1.0,0.0,0.0
7000,20.0,1.0,2.0,1.0,1.0,2.0,388.6,0.0
6259,57.0,2.0,1.0,1.0,0.0,0.0,55504.69,0.0
8645,110.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0
13942,1.0,0.0,1.0,1.0,3.0,0.0,5950.0,0.0
14237,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
9051,111.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
10056,30.0,1.0,1.0,1.0,5.0,2.0,1014.34,0.0
1405,144.0,1.0,2.0,1.0,5.0,1.0,0.0,0.0
7567,1.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
4089,54.0,1.0,1.0,1.0,1.0,2.0,5838.27,0.0
7198,117.0,0.0,1.0,1.0,9.0,2.0,1965.7,0.0
14840,218.0,1.0,2.0,1.0,5.0,2.0,234169.25,0.0
13359,401.0,1.0,1.0,1.0,1.0,0.0,8978.2,1.0
12221,120.0,1.0,1.0,1.0,5.0,2.0,200.0,0.0
12255,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
3601,45.0,1.0,1.0,1.0,1.0,0.0,12323.95,0.0
8826,4.0,0.0,1.0,1.0,0.0,0.0,11207.03,0.0
12672,48.0,0.0,1.0,1.0,9.0,1.0,0.0,0.0
17075,227.0,3.0,0.0,1.0,2.0,0.0,12000.0,0.0
9016,400.0,10.0,0.0,2.0,6.0,0.0,448766.69,0.0
12481,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
2923,8.0,0.0,1.0,1.0,0.0,0.0,2993.0,1.0
14639,56.0,10.0,0.0,1.0,11.0,1.0,0.0,1.0
1064,20.0,1.0,2.0,1.0,1.0,0.0,2974.69,0.0
7289,225.0,1.0,0.0,1.0,0.0,2.0,4050.0,0.0
14477,35.0,0.0,2.0,1.0,2.0,0.0,5369.01,0.0
9286,437.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
13115,41.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0
6072,45.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0
1771,64.0,1.0,2.0,1.0,2.0,2.0,3035.56,1.0
5952,269.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0
18551,79.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
15018,368.0,4.0,2.0,1.0,1.0,1.0,0.0,0.0
5943,225.0,1.0,0.0,1.0,5.0,2.0,1260.0,0.0
332,61.0,2.0,2.0,1.0,0.0,0.0,54316.47,1.0
3989,116.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
15712,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0
683,0.0,0.0,1.0,1.0,0.0,0.0,21597.0,0.0
3865,4.0,0.0,2.0,1.0,0.0,0.0,17889.9,0.0
9213,93.0,1.0,1.0,1.0,9.0,0.0,800.0,0.0
19354,65.0,1.0,2.0,1.0,1.0,2.0,541.75,0.0
17230,111.0,10.0,0.0,1.0,5.0,1.0,0.0,0.0
14449,226.0,1.0,1.0,1.0,9.0,0.0,5570.0,0.0
20641,1.0,0.0,2.0,1.0,5.0,2.0,22640.8,0.0
7850,51.0,0.0,2.0,1.0,1.0,0.0,19152.0,0.0
20416,44.0,0.0,2.0,1.0,1.0,2.0,20040.24,0.0
18992,93.0,1.0,1.0,1.0,11.0,2.0,64530.0,0.0
11686,45.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
2299,20.0,1.0,0.0,1.0,1.0,0.0,14729.0,0.0
16914,57.0,0.0,1.0,1.0,2.0,2.0,2361.83,0.0
4467,9.0,2.0,1.0,1.0,9.0,0.0,37030.06,1.0
10311,225.0,1.0,1.0,1.0,5.0,2.0,11439.0,0.0
18118,154.0,0.0,2.0,1.0,1.0,0.0,21881.6,1.0
5169,51.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
4246,110.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
6245,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
5631,225.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
16924,9.0,0.0,2.0,1.0,2.0,0.0,12818.1,1.0
14360,516.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0
14355,444.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
14857,96.0,1.0,2.0,1.0,5.0,2.0,7355.06,0.0
1683,110.0,0.0,1.0,1.0,7.0,0.0,258.0,0.0
4714,190.0,1.0,0.0,1.0,5.0,2.0,2160.0,0.0
20579,69.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0
18537,586.0,7.0,0.0,0.0,13.0,1.0,0.0,0.0
10513,173.0,3.0,1.0,1.0,1.0,0.0,31658.68,0.0
16010,35.0,4.0,1.0,1.0,7.0,1.0,0.0,0.0
578,88.0,0.0,1.0,1.0,1.0,0.0,3731.86,0.0
9897,260.0,3.0,2.0,3.0,13.0,0.0,3433951.32,0.0
8214,113.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
334,40.0,1.0,1.0,1.0,1.0,0.0,6865.86,0.0
11418,225.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
6699,41.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
10600,88.0,6.0,2.0,1.0,2.0,0.0,23804.17,0.0
12914,41.0,2.0,2.0,1.0,0.0,0.0,23045.11,0.0
4585,0.0,0.0,1.0,1.0,0.0,0.0,31768.18,0.0
18252,65.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0
5723,225.0,1.0,0.0,1.0,5.0,2.0,994.4,0.0
14920,38.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
15919,2.0,1.0,2.0,1.0,11.0,0.0,30173.05,0.0
7646,225.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
12556,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
676,4.0,1.0,1.0,1.0,1.0,2.0,7363.55,0.0
15621,118.0,1.0,1.0,1.0,1.0,0.0,3561.89,0.0
5102,409.0,5.0,2.0,2.0,2.0,0.0,7522.29,0.0
6864,190.0,1.0,1.0,1.0,7.0,2.0,3639.0,0.0
9977,111.0,1.0,0.0,1.0,5.0,0.0,57700.13,0.0
782,166.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
7881,35.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
7457,6.0,1.0,2.0,1.0,1.0,0.0,7729.0,0.0
7172,21.0,1.0,2.0,1.0,1.0,2.0,2884.5,0.0
1796,38.0,0.0,1.0,1.0,2.0,0.0,14322.0,1.0
14736,10.0,1.0,1.0,1.0,2.0,2.0,4183.35,0.0
6173,237.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
10528,0.0,0.0,1.0,1.0,1.0,0.0,23735.83,0.0
8248,110.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
8153,79.0,0.0,2.0,1.0,1.0,0.0,6271.17,0.0
7784,280.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
9593,49.0,0.0,1.0,1.0,7.0,0.0,5772.75,0.0
183,56.0,1.0,0.0,1.0,1.0,0.0,12731.25,0.0
16889,0.0,0.0,1.0,1.0,0.0,0.0,78942.97,0.0
3166,76.0,1.0,1.0,1.0,2.0,0.0,10630.9,0.0
4061,4.0,0.0,1.0,1.0,1.0,2.0,10389.81,0.0
2297,39.0,1.0,1.0,1.0,1.0,2.0,100.0,0.0
10883,123.0,6.0,1.0,1.0,4.0,3.0,163255.44,0.0
6390,93.0,0.0,0.0,1.0,1.0,0.0,37081.0,0.0
13529,264.0,8.0,0.0,0.0,5.0,1.0,0.0,0.0
2836,0.0,0.0,1.0,1.0,0.0,0.0,16110.0,1.0
19089,184.0,7.0,0.0,0.0,6.0,1.0,0.0,0.0
9682,65.0,1.0,2.0,1.0,16.0,0.0,2923.48,0.0
10772,180.0,1.0,0.0,1.0,9.0,2.0,4449.97,0.0
6603,14.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
1955,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
6132,225.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
12796,154.0,2.0,1.0,1.0,0.0,0.0,112105.6,0.0
8223,496.0,3.0,0.0,1.0,1.0,0.0,21628.87,0.0
8957,368.0,1.0,2.0,1.0,9.0,0.0,6084.73,1.0
20294,123.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0
19325,237.0,1.0,2.0,1.0,5.0,0.0,2296.77,0.0
12657,149.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0
15508,72.0,1.0,1.0,1.0,11.0,0.0,8834.02,0.0
533,37.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
14832,97.0,1.0,2.0,1.0,2.0,2.0,7574.87,0.0
469,50.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
19723,308.0,0.0,2.0,1.0,5.0,0.0,6051.48,0.0
13352,111.0,10.0,0.0,1.0,5.0,1.0,0.0,1.0
17366,38.0,1.0,2.0,1.0,8.0,2.0,15648.07,0.0
19313,197.0,7.0,0.0,0.0,7.0,1.0,0.0,0.0
3761,141.0,1.0,2.0,1.0,9.0,2.0,15656.93,0.0
6956,37.0,1.0,2.0,1.0,1.0,2.0,4748.41,0.0
6863,104.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0
17035,92.0,1.0,2.0,1.0,1.0,2.0,2465.0,0.0
18165,124.0,0.0,1.0,1.0,11.0,0.0,6000.0,0.0
14667,225.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
18014,225.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0
1266,55.0,1.0,1.0,1.0,1.0,2.0,6855.32,0.0
6932,102.0,4.0,1.0,1.0,1.0,0.0,1428223.37,1.0
19192,4.0,0.0,1.0,1.0,1.0,0.0,25022.47,0.0
12058,51.0,1.0,2.0,1.0,1.0,0.0,8391.32,0.0
6760,105.0,5.0,2.0,1.0,5.0,0.0,52255.92,0.0
8891,198.0,0.0,2.0,1.0,7.0,0.0,8407.45,0.0
17265,1.0,0.0,1.0,1.0,7.0,0.0,81129.4,0.0
3780,149.0,1.0,0.0,1.0,1.0,0.0,8982.4,0.0
13662,31.0,1.0,2.0,1.0,5.0,3.0,3245.0,0.0
5760,20.0,1.0,1.0,1.0,9.0,0.0,653.05,0.0
19897,225.0,1.0,2.0,1.0,7.0,2.0,64273.6,0.0
7061,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
10633,84.0,1.0,0.0,1.0,5.0,2.0,2000.0,0.0
5331,424.0,2.0,1.0,1.0,1.0,0.0,20178.33,0.0
15329,6.0,0.0,2.0,1.0,9.0,0.0,67584.61,0.0
5343,104.0,4.0,2.0,1.0,2.0,0.0,733582.94,0.0
11099,4.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
20800,44.0,0.0,1.0,1.0,6.0,1.0,0.0,0.0
7899,23.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
1566,23.0,1.0,1.0,1.0,2.0,2.0,550.0,0.0
16398,55.0,0.0,2.0,1.0,9.0,0.0,138742.12,0.0
12259,125.0,1.0,2.0,1.0,6.0,3.0,27955.0,0.0
8673,44.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
15132,257.0,3.0,2.0,1.0,13.0,0.0,3153476.32,1.0
4514,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
19351,373.0,1.0,0.0,1.0,7.0,1.0,0.0,0.0
8615,55.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
8165,165.0,0.0,1.0,1.0,0.0,0.0,57489.48,0.0
18632,446.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0
16324,20.0,1.0,1.0,1.0,1.0,0.0,10931.0,0.0
19938,37.0,0.0,2.0,1.0,11.0,0.0,11091.97,1.0
1544,86.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0
18770,65.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0
7014,1.0,1.0,0.0,1.0,9.0,1.0,0.0,0.0
2604,0.0,1.0,1.0,1.0,0.0,2.0,180.0,0.0
9962,32.0,1.0,1.0,1.0,5.0,2.0,65707.65,0.0
5667,70.0,5.0,1.0,1.0,1.0,2.0,38934.7,0.0
3177,57.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
15918,113.0,0.0,2.0,1.0,3.0,0.0,11079.17,0.0
8377,314.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
6817,225.0,1.0,0.0,1.0,7.0,3.0,379347.0,0.0
1281,4.0,1.0,2.0,1.0,1.0,2.0,20032.78,0.0
2566,65.0,1.0,1.0,1.0,2.0,2.0,3255.0,0.0
8688,20.0,0.0,1.0,1.0,1.0,2.0,14065.27,0.0
9680,225.0,1.0,0.0,1.0,7.0,2.0,14268.56,0.0
2471,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
20103,31.0,3.0,0.0,1.0,9.0,1.0,0.0,0.0
20222,2.0,1.0,2.0,1.0,4.0,2.0,129012.4,0.0
5587,80.0,2.0,1.0,2.0,1.0,0.0,126413.18,0.0
15053,44.0,0.0,1.0,1.0,9.0,0.0,27750.5,0.0
5219,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
12530,218.0,6.0,2.0,1.0,9.0,2.0,11878.0,0.0
12102,20.0,1.0,0.0,1.0,2.0,2.0,1868.97,0.0
15716,447.0,0.0,1.0,1.0,6.0,3.0,50654.27,0.0
16668,76.0,1.0,1.0,1.0,1.0,2.0,4570.0,0.0
20542,230.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0
12798,225.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0
11994,264.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0
4126,334.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
14937,149.0,1.0,2.0,1.0,9.0,0.0,37566.25,0.0
7510,483.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
12749,110.0,1.0,2.0,1.0,2.0,0.0,16007.0,0.0
3599,0.0,0.0,1.0,1.0,1.0,0.0,16314.2,0.0
17080,94.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
14112,6.0,0.0,1.0,1.0,1.0,0.0,25800.0,0.0
15388,57.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
8551,113.0,3.0,1.0,2.0,9.0,0.0,524.74,0.0
4294,142.0,3.0,0.0,1.0,1.0,0.0,148188.44,0.0
8352,225.0,0.0,2.0,1.0,1.0,0.0,18663.01,0.0
10162,111.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0
12092,75.0,1.0,1.0,1.0,6.0,2.0,68.91,0.0
7203,4.0,1.0,1.0,1.0,0.0,2.0,4945.0,0.0
4093,90.0,0.0,1.0,1.0,1.0,0.0,5189.0,0.0
11068,433.0,1.0,1.0,1.0,5.0,2.0,18938.3,1.0
19687,249.0,3.0,2.0,1.0,9.0,0.0,2039200.16,1.0
19511,1.0,3.0,2.0,1.0,9.0,2.0,186202.0,0.0
14206,225.0,1.0,1.0,1.0,7.0,2.0,100.0,0.0
13365,111.0,10.0,0.0,1.0,5.0,2.0,10516.46,1.0
20034,184.0,1.0,2.0,1.0,6.0,2.0,4853.0,0.0
3402,0.0,1.0,2.0,1.0,0.0,2.0,5346.8,0.0
19469,0.0,0.0,2.0,1.0,1.0,0.0,11591.09,0.0
3914,2.0,1.0,1.0,1.0,2.0,2.0,9644.0,0.0
19616,31.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0
